,url,title,summary,text
the_donkey__fairy_tale_,https://en.wikipedia.org/wiki/The_Donkey_(fairy_tale),The Donkey (fairy tale),"""The Ass"", ""The Donkey"", or ""The Little Donkey"" (German: Das Eselein) is a German fairy tale collected by Brothers Grimm compiled in the Grimm's Fairy Tales.

","A king and queen had everything they wished for but no children. Eventually, the queen gave birth, but to a young donkey. They were disappointed but the king decided to raise the donkey as his son and heir. The donkey requested to learn to play the lute and became an accomplished player. Seeing the reflection of himself in the mirror one day, he became sad and decided to travel outside of the kingdom.
He eventually arrived to a kingdom that was ruled by an old king who had a beautiful daughter. When he knocked on the gate the gatekeeper did not give him admittance, but when he played his lute, the gatekeeper ran to the king and told him. Initially mocked by the king's attendance, the donkey insists on being treated as a nobleman and the king lets the donkey sit beside his daughter and he behaves like a gentleman.
After many days, the donkey grew sad and the king offered him many things to make him happy, as the king liked him a great deal. The donkey would only accept the king's beautiful daughter as his wife, and they married. After the wedding, the king sent a servant to watch their bedroom to see that the donkey behaved himself. The servant observed the donkey take off his skin and underneath he was a handsome young man. He related this to the king, who observed for himself later and threw the donkey skin away in the night. When the young man awoke, he panicked and decided to run away. On his way out, the king found him and told him to stay and offered to make him his heir. The young man accepted, and when the old king died the next year, he became king and had a glorious life."
the_dove__fairy_tale_,https://en.wikipedia.org/wiki/The_Dove_(fairy_tale),The Dove (fairy tale),"The Dove is an Italian literary fairy tale written by Giambattista Basile in his 1634 work, the Pentamerone.Although there is no evidence of direct influence, this tale combines many motifs in a manner similar to the Grimms' The Two Kings' Children.

","A  poor old woman had to beg hard to get a pot full of beans. A prince and his friends rode by and broke the pot in a game. She cursed him to fall in love with an ogress's daughter. Within hours, he became lost in a wood and lost his attendants, and found a girl mocking snails. He fell in love at sight, and the girl, Filadoro, also fell in love with him. He was too tongue-tied to woo, and the ogress caught him. He tried to strike her, but could not move. She ordered him to dig an acre of land and sow it by evening. Filadoro comforted him. When he heard she had magic, he asked why they could not leave; she answered a conjunction of the stars prevented it, but would go. When the ogress returned in the evening, calling Filadoro to throw down her hair so that she could climb it, the land was ready. The next day, she set him to split seven stacks of wood, and Filadoro did it again.
The third day, the ogress suspected Filadoro and set the prince to empty a cistern. Filadoro said that they must flee and dug a hole to an underground passage and they ran away. The prince did not want to bring her to his palace afoot and dressed this way, so he went to get suitable clothing and a carriage. The ogress cursed him to forget her as soon as he was kissed, and when he reached the castle, his mother kissed him. He could no longer explain what had happened to him, and agreed to marry as his mother wished.
When Filadoro heard about the wedding, she disguised herself as a man and went to the castle where she was hired as a kitchen boy. When the pie which Filadoro had made is carved, out flies a dove who reminds the prince about everything Filadoro has done for him. Once the dove has flown away, the prince has the kitchen boy who made the pie brought before him. Filadoro falls before the prince's feet, he at once recognizes her and declares to his that she would be the one he would marry. His mother wants merely what the prince desires while the chosen bride admits to wanting to not be wed but return to Flanders. Whereupon, Filadoro and the prince are wed."
the_devil_and_his_grandmother,https://en.wikipedia.org/wiki/The_Dragon_and_his_Grandmother,The Devil and his Grandmother,"""The Devil and his Grandmother"" or ""The Dragon and His Grandmother"" (German: Der Teufel und seine Großmutter) is a German fairy tale collected by the Brothers Grimm, number 125.
Andrew Lang included it in The Yellow Fairy Book.
A version of this tale also appears in A Book of Dragons by Ruth Manning-Sanders.
It is Aarne-Thompson type 812, the devil's riddle.

","Three soldiers could not live on their pay, and so attempted to desert by hiding in a cornfield. When the army did not march away, they were soon caught between starving or emerging to face execution. A dragon happened to fly by at this time, however, and offered the three men salvation under the condition that they must serve him for seven years. When they agreed, the dragon, named Westerlies, carried them off. However, the dragon was in fact the Devil. He gave them a whip with which they could make money, but said at the end of seven years, they were his unless they could guess a riddle in which case they would be free and could keep the whip.
At the end of the seven years, two of the soldiers were morose at the thought of their fate. An old woman advised them to go down to a cottage for help. The third soldier, who did not fear the riddle, went down and met the devil's grandmother. She was pleased with his manners and hid him in the cellar. When the devil came, she questioned him, and the soldier learned the answers.
The Devil found them at the end of the seven years, and said he would take them to hell and serve them a meal. The riddle was: what was the meat, the silver spoon, and the wineglass for that meal. The soldiers gave the correct answers: a dead sea-cat in the North Sea, a whale rib, and an old horse's hoof. No longer in the devil's power, the soldiers lived happily ever after thanks to the money-making whip that they kept."
the_dragon_and_the_prince,https://en.wikipedia.org/wiki/The_Dragon_and_the_Prince,The Dragon and the Prince,"The Dragon and the Prince or The Prince and the Dragon is a Serbian fairy tale collected by A. H. Wratislaw in his Sixty Folk-Tales from Exclusively Slavonic Sources, tale number 43.  Andrew Lang included it in The Crimson Fairy Book.Ruth Manning-Sanders included it, as ""The Prince and the Dragons"", in A Book of Princes and Princesses.

","An emperor had three sons.  The oldest went hunting and chased a hare; when it fled into a water-mill and he followed, it turned into a dragon and ate him.  The same thing happened to the second.
When the youngest set out, he chased the hare but did not go into the water-mill.  Instead, he searched for other game.  When he got back to the mill, only an old woman sat there.  She told him of the dragon.  He asked her to ask the dragon the secret of its strength, and whenever it told her, to kiss the place that it mentioned.  He left.  When the dragon returned, the old woman did ask it; when it told her the fireplace, she began to kiss it, and it laughed and said it was the tree in front of the house; when she began to kiss that, it told her that a distant empire had a lake, which held a dragon, which held a boar, which held a pigeon, which held its strength.
The prince set out and found the empire.  He took service as a shepherd with the emperor, who warned him not to go near the lake, though the sheep would go there if allowed.  He set out with the sheep, two hounds, a falcon, and a pair of bagpipes, and let the sheep go to the lake at once.  He challenged the dragon and it came out of the lake.  They fought together, and the dragon asked him to let it face its face in the lake.  He refused, and said if the emperor's daughter were there to kiss him, he would toss it into the air.  The dragon broke off from the fight.  The next day, the same happened, but the emperor had sent two groom to follow him, and they reported what had happened.  The third day, the emperor sent his daughter to the lake, with directions to kiss him when he said that.  They fought as before, but the emperor's daughter did kiss him, he threw the dragon into the air, and it burst when it hit the ground.  A boar burst out of it, but he caught it with the dogs; a pigeon burst out of it, but he caught it with the falcon.  The pigeon told him that behind the water mill, three wands grew, and if he cut them and struck their root, he would find a prison filled with people.  He wrung the pigeon's neck.  
The emperor married him to his daughter.  After the wedding feast, they went back and freed all the dragon's prisoners. So then he went back to the windmill, found the roots, and struck them so hard his hands turned red. So when he went back to the kingdom, he found no one. He looked every where and then went to the prison. He found everyone there. He cried and went back home and told his father what happened. Then the next day he and his brother and father dug graves for every body found in the prison."
the_dragon_of_the_north,https://en.wikipedia.org/wiki/The_Dragon_of_the_North,The Dragon of the North,"The Dragon of the North (Estonian: Põhja konn, literally Frog of the North) is an Estonian fairy tale, collected by Dr. Friedrich Kreutzwald in Eestirahwa Ennemuistesed jutud. Andrew Lang included it in The Yellow Fairy Book; he listed his source as ""Der Norlands Drache"" from Ehstnische Märchen, which was the German translation of Kreutzwald's work, by F. Löwe.

","A dragon came from the north and devastated land. It was said that a man with King Solomon's ring could stop it.  A brave young man set out to find some way. A famous Eastern magician told him that the birds might aid him, and made him a brew that would enable him to understand them; then he said if the man brought him the ring, he would explain the inscription on it.
He heard birds say that only the witch-maiden could help him, and that he could find her at a certain spring when the moon was full. He followed them there. The maiden was offended, but forgave him and took him to her home. The youth heard a voice warn him to give her no blood. She asked him to marry her, and he asked to consider. She offered him King Solomon's ring in return for three drops of blood. She told him its powers. He said, after some days, that he did not quite believe it, and she showed him it, and then let him try it. He escaped with the power of invisibility and flew off.
He went to the magician, who read him the ring, and gave him directions on how to kill the dragon. He went to the kingdom where a king offered his daughter and half his kingdom to anyone who could kill the dragon, and the king got him the iron horse and spear the magician directed. With them, the youth carried the magician's orders, changing the ring from finger to finger as needed, and killed the dragon. He married the princess.
The vengeful witch-maiden pounced on him as an eagle and took back the ring. She chained him in a cave, intending him to die there, but many years later, the magician came to the king and told him he could find him. He followed birds and freed the prince, who was very thin, but the magician nursed him back to health. He went back to his wife and lived in prosperity, but never saw the ring again."
the_duration_of_life__fairy_tale_,https://en.wikipedia.org/wiki/The_Duration_of_Life_(fairy_tale),The Duration of Life (fairy tale),"""The Duration of Life"" is a German fairy tale collected by the Brothers Grimm in Grimm's Fairy Tales, number 176.  It was first included in their fourth edition.In the Aarne-Thompson classification system, it is classified as both Types 173 and 828, Men, Animals, and the Span of Life.

","God was giving the animals and man their duration of life and offered all thirty years.  He lessened the donkey's years because of his burdens, the dog's because he had to run about, and the monkey's because he always had to amuse people.  Man, however, wanted more years, and so God gave him the years from the others.  For this reason, a man is a man only for his first thirty years; he carries burdens like donkey, then must sit in the corner like the dog, and then becomes silly and simple like the monkey."
the_ear_of_corn__fairy_tale_,https://en.wikipedia.org/wiki/The_Ear_of_Corn_(fairy_tale),The Ear of Corn (fairy tale),"""The Ear of Corn"" (German: Die Kornähre) is a German fairy tale collected by the Brothers Grimm, number 194. It is Aarne-Thompson type 779, Divine Rewards and Punishments.

","Corn (wheat) used to produce many more grains, but one day God saw a woman using the grain to clean off her muddy son.  Angry, he cursed them to have no more grain, since they were not worthy of it.  Bystanders pleaded with him to have mercy, especially because of the children, and he chose to have the current amount of grain."
the_ebony_horse,https://en.wikipedia.org/wiki/The_Ebony_Horse,The Ebony Horse,"The Ebony Horse, The Enchanted Horse or The Magic Horse is a folk tale featured in the Arabian Nights. It features a flying mechanical horse, controlled using keys, that could fly into outer space and towards the Sun. The ebony horse can fly the distance of one year in a single day, and is used as a vehicle by the Prince of Persia, Qamar al-Aqmar, in his adventures across Persia, Arabia and Byzantium.

","A Bengali craftsman and inventor of magical devices arrives in the Persian city of Shiraz at the time of the New Year celebration, mounted upon a splendid artificial horse - surprisingly life-like, despite its mechanical nature. The king is so impressed with this automaton that he decides to present his son, the prince, with the marvellous steed.
The young prince wastes no time in climbing into the saddle and the horse ascends swiftly into the sky. When prince decides that he has flown high enough he tries to make the horse land, but finds that he cannot. Far from landing, the horse instead flies off with the prince, spiriting him away to unknown lands. Later, he rides the flying mechanical horse to the kingdom of Bengal and meets a beautiful princess, who becomes enamoured of him.
The young prince retells his adventures to the princess and they exchange first pleasantries and later sweet nothings as they fall ever more deeply in love. Soon, the Persian youth convinces the Bengali princess to ride the mechanical marvel with him to his homeland of Persia.
Meanwhile, the Indian artifex had been unjustly imprisoned due to the disastrous test flight of his creation. In his cell, he sees the prince arriving with his beloved maiden. Reunited with his beloved son, the King of Persia releases the craftsman, who seizes the opportunity for revenge, using the horse to abduct the princess and disappearing swiftly over the horizon with her.
They soon arrive in the Kingdom of Cashmere. The king of that country rescues the princess from the Bengali and resolves to marry her.
Saddened by the loss of his beloved, the Persian prince wanders until he reaches Cashmere, where he learns his maiden is alive. He then hatches a plan to escape with his beloved on the mechanical horse back to Persia."
the_elf_maiden,https://en.wikipedia.org/wiki/The_Elf_Maiden,The Elf Maiden,"The Elf Maiden is a Sámi fairy tale, collected by J. C. Poestion in Lapplandische Märchen.  Andrew Lang included it in The Brown Fairy Book.

","Once upon a time, two men fell in love with the same maiden. One day, on a fishing expedition to an island, one of them noticed she favored the other, and so he tricked the other into staying behind.  
The man, stranded on the island, survived there until Christmas, when he saw a small boat approach, on which were two young women, who were better dressed than the others. The two young maidens saw the man sitting by a bundle of sticks, and one of them, to find out what he was made of, pinched him. As she did, her fingers caught a pin, and it drew blood.  The rest of the company fled, leaving behind the maiden and a ring of keys. The maiden told the man that he had drawn her blood and now must marry her. The man objected, arguing that they could not survive on this island, but the maiden promised to provide for them both. Thus he agreed to married her, and she kept her word, and did provide for them, though he never saw how.
When the man's people returned to fish, they landed on the far side of the island at night. The maiden, now the man's wife, told him not to stir no matter what he heard. A great clatter, like carpentry, arose, and the man nearly jumped up before he remembered. In the morning the man found that a fine house had been built for them. His wife then told him to pick a place for a cow-shed though they had no cows, and, the following morning, he found it was built in the same manner.
His wife then took him to visit her parents. The man and his wife were made welcome, but when it came time to leave, the man's wife warned him to jump quickly over the threshold, and not turn around until he was inside their home, whatever he heard. The man did, though as he did, his wife's father threw a hammer at him that would have broken his legs if he had not moved quickly. Even though he heard cattle following, the man did not look back. When he had his hand on the door, he thought he was safe, and looked, but by then half of the cows had vanished. Still, there were enough for them both to be rich.
The man's wife vanished from time to time. When the man asked her why, his wife told him that she went against her will, but if he drove a nail into the threshold, she would remain all the time, so he did. And so she did. And they lived happily ever after."
the_enchanted_canary,https://en.wikipedia.org/wiki/The_Enchanted_Canary,The Enchanted Canary,"""The Enchanted Canary"" is a French fairy tale collected by Charles Deulin in Contes du roi Cambrinus (1874) under the title of Désiré d'Amour. Andrew Lang included it in The Red Fairy Book.

","A lord was the fattest lord in Flanders. He loved his son dearly. One day, the young man told him he did not find the women in Flanders beautiful; he did not wish to marry a woman who was pink and white, because he did not find them beautiful. Then, they received a basket of oranges, which they had never seen before, and ate them. The son dreamed of an orchard with trees of such ""golden apples"", which held a princess with golden skin. He set out to find it and marry her.
At night, he stopped at a little hut. There, an old man told him that in a nearby forest was a park, which held a castle, and the orange grove behind it. A witch lived in the castle. He should oil the hinges, feed the dog a loaf of bread, give a baking woman a brush, and take the cord out of a well. Then he should get three oranges and return without touching the oranges until he reached water. Then, each one would be a princess and he could marry whichever one he loved. But having made his choice, he must never leave her.
He obeyed. He heard the witch calling after him, to the things to kill him, but the rope refused because he had kept it from rotting, and so on with the others. But once he escaped, he could not find water, and he opened an orange in hopes of juice. A canary flew out and flew off to find water. Despite himself, he tried a second, and the same thing happened; he fell unconscious. Nighttime revived him, and he reached a stream. There he opened the third, and when the third canary flew out, he gave it water. It became a beautiful princess.
He brought her back, but refused to take her to the castle afoot.  He went ahead to get a carriage and horses. She heard a noise while he was gone and climbed a tree for fear it was a wolf. It was an ugly maidservant who saw the princess' reflection in the pool and took it for her own. She thought she was too beautiful to carry water. She was sent back twice, and the third time, she realized that the reflection was someone else. She spoke to the princess and heard her story. Sticking a pin into her head, the maidservant turned the princess back into a canary. She then told the young man, when he returned, that she had been turned into this. The young man blamed himself.
At the wedding feast, the canary appeared in the kitchen window and enchanted the person cooking the goose, three times, so that each time it burned. The third time, the scullion caught it, and was going to wring its neck, when the lord came down to see what had happened. The lord thought the canary lovely and stroked it, which made him find the pin. He pulled it out, and the princess was unenchanted.
The maidservant was condemned to death, but the princess obtained her pardon, and she went back to work as a maidservant. The princess and the young man married."
the_enchanted_maiden,https://en.wikipedia.org/wiki/The_Enchanted_Maiden,The Enchanted Maiden,"The Enchanted Maiden is a Portuguese fairy tale collected by Zófimo Consiglieri Pedroso in Portuguese Folk-Tales.

","A man had three daughters. To announce that the first one was ready for marriage, he hung up a golden ball; every man passing by believed the family to be too rich for him, until a prince came and asked for her hand in marriage. The same thing happened to the second, but when it was the turn of the youngest, the man could not afford a golden ball. He hung up a silver one instead; and another prince passed but as it was too poor for him, another man came instead to marry her. As a result, the youngest daughter's sisters refused to associate with her. One day, as she was giving birth, fairies asked for shelter; she tried to plead that she was not well, but the fairies continued pleading, and she let them stay. When she gave birth to a daughter, the fairies blessed the baby with beauty, riches, and having flowers fall from her mouth when she spoke. This reconciled the sisters who married princes with their youngest sister.
When the enchanted maiden had grown up, a prince who was betrothed to a daughter of her aunt fell in love with her and wanted nothing to do with his betrothed. He fell ill, and his physicians ordered him to travel. The enchanted maiden climbed up a tower to watch him go, and the betrothed maiden put out her eyes with a stick. A man gave her shelter, but when the prince returned, his betrothed claimed to be the enchanted maiden, who could not go to him because she was blind. The enchanted maiden told the betrothed that she would give her flowers for her wedding in return for her eyes, so the betrothed girl sent her her eyes. She put them back and went to the wedding to ask the prince not to marry the betrothed girl. The prince asked his guests that after having lost something, bought another, and found the original, whether he should use the new or the old. They recommended the old, and so he married the enchanted maiden."
the_enchanted_pig,https://en.wikipedia.org/wiki/The_Enchanted_Pig,The Enchanted Pig,"The Enchanted Pig (Romanian: Porcul cel fermecat) is a Romanian fairy tale, collected in Rumanische Märchen and also by Petre Ispirescu in Legende sau basmele românilor. Andrew Lang included it in The Red Fairy Book.

","A king goes to war and tells his daughters they may go anywhere in the castle except one room. One day, they disobey and find a book open in it. It says that the oldest shall marry a prince from the east, the second a prince from the west, and the youngest a pig from the north. The youngest is horror-struck, but her sisters manage to convince her that it is impossible.
The king returns and discovers, from the youngest's unhappiness, what they had done. He resolves to face it as best they can. A prince from the east marries the oldest, and a prince from the west the second, and the youngest becomes distressed. A pig comes to woo her, and when the king would have refused his consent, the city fills with pigs. The king tells his daughter that he is certain there is something strange about this pig, and that he believes magic has been at work. If she were to marry the pig, it might be broken.

She marries the pig and goes off with him. At his home, he becomes a man every night, and is so kind that he wins her heart. She asks a witch what happened to her husband. The witch tells her to tie a thread to his foot to free him.  When the young wife does so, her husband wakes and tells her that the spell would have fallen from him in three days, but now he must remain in this shape, and she will not find him without wearing out three pairs of iron shoes and blunting a steel staff.
She sets out as soon as she gets herself three pairs of iron shoes and a steel staff. She wanders far, until she comes to the house of the Moon. The Moon's mother lets her in, and while she is there, she gives birth to a son.  The Moon's mother tells her that the Moon could not tell her where to find her husband, but she can go on, to the Sun. She also gives her a chicken and tells her to keep every one of the bones. The princess thanks her, throws away one pair of shoes, which was worn out, and puts on another.
She finally wends her way to the Sun's house, and the Sun's mother lets her in. She hides her, because the Sun is always ill-tempered when he returns. He is, but his mother soothes him, and asked about her husband. He cannot tell her, so his mother sends her on, to the Wind. Also, she gives her a chicken and tells her to keep care of the bones. Here, she throws out the second pair of shoes.
At the Wind's house, his mother discovers that her husband lives in a wood no axe could cut through. She sends her to it, with a chicken and instructions to keep every bone. The princess goes on, although her third pair of shoes wears through, on the Milky Way. She finds the castle where her husband lives, and the bones stick together to form her a ladder to let her in. She is one bone short, and cuts off her little finger to complete the ladder. Her husband returns, and the spell on him is broken.
He reveals that he is a prince, who had killed a dragon, and the dragon's mother, a witch, had turned him to that shape and then advised her to tie the string to keep him in it. They set out to his father's kingdom, and then return to her father's kingdom."
the_enchanted_princess,https://en.wikipedia.org/wiki/The_Enchanted_Princess,The Enchanted Princess,"The Enchanted Princess (German: Die verzauberte Prinzessin) is a German fairy tale collected by Ludwig Bechstein, first published in his book Deutsches Märchenbuch in 1845. It belongs to the ATU tale type 554, The Grateful Animals.

","A poor cabinet-maker and his wife have two sons. They favour their eldest son called Hellmerich who's arrogant and selfish, but that they see him as brave and courageous, while his youngest called Hans, who's good and kind hearted, is seen by his parents as stupid. 
One day after making no sales, the cabinet-maker stops at an inn and overhears a conversation going on between two men saying that the Princess has been kidnapped and placed under a spell in the castle by an evil sorcerer. Whichever man accepts the challenge must complete three hard tasks, but if he succeeds he will be given the Princess' hand in marriage and win the Sorcerer's treasures. The cabinet-maker immediately returns to tell his family and asks Hellmerich to attempt this challenge. The eldest son agrees and his father uses his last savings to buy him a horse, armour and a sword. After saying goodbye to his family, he rides away into the distance. He goes through a forest that surrounds the Sorcerer's castle. As he rides through the forest, he  tramples an anthill, kills some ducks near a pond, and destroys a beehive, leaving the bees homeless.
He eventually reaches the castle and bangs on the door impatiently. An old woman comes out and tells him to come back to the castle at nine o'clock. Angrily, Hellmerich spends the night in the forest. The next morning, he returns to the castle and the old woman appears with a basket full of seeds. She scatters them all over the grass and tells Hellmerich that, as his first task, he has one hour to pick all the seeds up and place them back in the basket. She leaves him and Hellmerich laughs out loud at what he sees as a pointless task and goes off for a walk instead. When he comes back, the woman is very indignant that he did not even attempt the task. Next, she takes twelve golden keys and throws them into a pond giving Hellmerich his second task. He has one hour to get all of them back. Once again, she leaves him. And again, Hellmerich doesn't attempt the task and goes for a walk instead. He comes back in an hour and the woman is indignant with him once more.
She gives him one last chance to complete the challenge. For the final task, she takes Hellmerich into the castle and, after going up a big winding staircase, they come to a room with three veiled figures. She warns him to think carefully before he makes his decision and then leaves, giving him one hour to decide. Seeing this task as the most foolish one yet, Hellmerich hastily chooses the figure on the right that is revealed to be a huge fire breathing dragon, while the left was another and the middle was the Princess. 
The Sorcerer orders the dragon to take Hellmerich in its teeth and throw him out of the window, killing him for his failure.
Sometime later, the cabinet-maker and his wife have been waiting patiently for any news of Hellmerich's success. After a while, Hans decides to take up the challenge. His father and mother are unconvinced, but their son wants to prove himself. Hans leaves without any transportation or protection for his father had sold all he had for his elder brother. He takes the same path through the forest, thanking the birds for their beautiful singing, helping rebuild the anthill, picking a lovely bunch of pollen flowers for the bees to help with their hive, and sharing his breakfast with some ducks. He arrives at the castle and politely asks the woman if he can attempt the challenge. The woman asks him to come back at nine. And when he does for next morning, she gives him the task with the seeds. Hans attempts but doesn't seem to be going very far and after a quarter of an hour, he nearly gives up. Suddenly, a long line of ants appear and pick up every single seed, placing them back in the basket. Hans is very grateful and thanks them. The old woman returns and is very pleased at Hans' progress. She again drops the twelve keys into the pond, giving Hans one hour to retrieve them all. Hans is worried for he is not a strong swimmer. He attempts, but it seems hopeless. 
When all seems hopeless, the ducks he met in the forest retrieve each one of the keys for him, Hans is once again very grateful and thanks them.
The old woman returns and is very impressed. She takes Hans to the room with the three veiled figures to attempt the final task. The Sorcerer himself is there too. Hans is warned by her of the consequences if he chooses the wrong one and leaves him, giving him one hour to decide. Hans is still pondering over his decision when a swarm of bees fly through the window and buzz around the figure in the middle. After the old woman comes back, Hans tells her and the Sorcerer that the middle one is the Princess. The veils fall revealing that Hans had made the right choice. Hans gratefully thanks the bees for their help. With the spell broken, the Sorcerer and the two dragons die and the beautiful Princess takes Hans back to her palace to be her husband. Hans' parents are invited to the wedding and even though they have lost Hellmerich, they are very pleased for their son and give him their blessing, ashamed for thinking so little of him."
the_enchanted_snake,https://en.wikipedia.org/wiki/The_Enchanted_Snake,The Enchanted Snake,"The Enchanted Snake or The Snake is an Italian fairy tale.  Giambattista Basile wrote a variant in the Pentamerone. Andrew Lang drew upon this variant, for inclusion in The Green Fairy Book.It is Aarne-Thompson type 425A, the search for the lost husband. Others of this type include The Black Bull of Norroway, The Brown Bear of Norway, The Daughter of the Skies, The Enchanted Pig, The Tale of the Hoodie, Master Semolina, The Sprig of Rosemary, East of the Sun and West of the Moon, and White-Bear-King-Valemon.","A poor woman longed for a child.  One day, she saw a little snake in the forest and said that even snakes had children; the little snake offered to be hers.  The woman and her husband raised the snake.  When it was grown, it wanted to marry, and not to another snake but to the king's daughter.  The father went to ask, and the king said that the snake should have her if he could turn all the fruit in the orchard into gold.  The snake told his father to gather up all the pits he could find and sow them in the orchard; when they sprang up, all the fruits were gold.
The king then demanded that the walls and paths of his palace be turned to precious stones; the snake had his father gathered up broken crockery and threw it at the walls and paths, which transformed them, making them glitter with the many coloured gems.
The king then demanded that the castle be turned to gold; the snake had his father rub the walls with a herb, which transformed them.
The king told his daughter, Grannonia, he had tried to put off this suitor but failed.  Grannonia said that she would obey him. The snake came in a car of gold, drawn by elephants; everyone else ran off in fright, but Grannonia stood her ground.  The snake took her into a room, where he shed his skin and became a handsome young man.  The king, fearing that his daughter was being eaten, looked through the keyhole, and seeing this, grabbed the skin and burned it.  The youth exclaimed that the king was a fool, turned into a dove, and flew off.
Grannonia set out in search of him.  She met a fox and traveled with him.  In the morning as the princess remarked on the wondrous sounds of the birdsongs, the fox told her the birdsong would be even better if she knew what the birds were saying:  that a prince had been cursed to take a snake's form for seven years, that near the end of the time, he had fallen in love with and married a princess, but that his snake skin had been burned, and he had struck his head while he fled, and was now in the care of doctors.  The fox then told her that the blood of the birds would cure him, and he caught them for her.  Then he told her that his blood was also needed; she persuaded him to go with her and killed him.
She went to her husband's father and promised to cure the prince if he would marry her; the king agreed and she cured him.  The prince refused because he had already pledged himself to another woman.  The princess, pleased, revealed that she was that woman and they married."
the_enchanted_watch,https://en.wikipedia.org/wiki/The_Enchanted_Watch,The Enchanted Watch,"The Enchanted Watch is a French fairy tale collected by Paul Sébillot (1843–1918).  Andrew Lang included it in his The Green Fairy Book (1892).

","A rich man's oldest two sons went out and saw the world for three years apiece, and came back.  The foolish youngest son also wanted to go, and his father finally let him, expecting never to see him again.  On the way, he saw men about to kill a dog, and asked them to give it to him instead; they did.  He acquired a cat and a snake by the same manner.  The snake brought him to the king of snakes, telling him how he would have to explain his absence, but then the king would want to reward the son.  He told him to ask for a watch, which, when he rubbed it, would give him whatever he wanted.
He went home.  Because he wore the same dirty clothing he set out in, his father flew into a rage.  A few days later, he used the watch to make a house and invite his father to a feast there.  Then he invited the king and the princess.  The king was impressed by the marvels the son conjured to entertain them, and married the princess to him.  Soon, because he was so foolish, his wife wearied of him.  She learned of the watch, stole it, and fled.
The son set out with the dog and cat.  They saw an island with a house where the princess had fled and conjured up the house to live.  The dog swam to it with the cat on its back; the cat stole it and carried it back in its mouth.  The dog asked it how far it was to land, and the cat finally answered; the watch fell from its mouth.  The cat caught a fish and freed it only when it promised to bring back the watch.  It did so, and they restored the watch to the son.  He wished the princess and her house and island to drown in the sea, and went back home."
the_enchanted_wreath,https://en.wikipedia.org/wiki/The_Enchanted_Wreath,The Enchanted Wreath,"The Enchanted Wreath is a Scandinavian fairy tale, collected in Benjamin Thorpe in his Yule-Tide Stories: A Collection of Scandinavian and North German Popular Tales and Traditions.  Andrew Lang adapted a variant of it for The Orange Fairy Book. It is Aarne-Thompson type 403B, the black and the white bride, and includes an episode of type 480, the kind and the unkind girls.

","A man had a wife, and both of them had a daughter from an earlier marriage. One day, the man took his daughter to cut wood and found when he returned that he had left his axe. He told his wife to send her daughter for it, so it would not grow rusty. The stepmother said that his daughter was already wet and, besides, was a strong girl who could take a little wet and cold.
The girl found three doves perched on the axe, looking miserable. She told them to fly back home, where it would be warmer, but first gave them crumbs from her bread.  She took the axe and left.  Eating the crumbs made the birds feel much better, and they lay on her head an unfading wreath of roses, with tiny birds singing in it. The stepmother pulled it off, and the birds flew off and the roses withered.
The next day, the father went alone and left his axe again. The stepmother was delighted and sent her own daughter.  She found the doves and ordered them off as ""dirty creatures."" They cursed her to never be able to say anything except ""dirty creatures."" The stepmother beat her stepdaughter, and was all the angrier when the doves restored the wreath to its condition and the girl's head.
One day, a king's son saw her and took her off to marry her. The news of them made the stepmother and her daughter quite ill, but they recovered when the stepmother made a plan. She had a witch make a mask of her stepdaughter's face. Then she visited her, threw her into the water, and put her daughter in her place, before setting out to see if the same witch could give her something to cure the doves' curse on her daughter. Her husband was distraught by the change in her, but thought it stemmed from an illness. He thought he saw his bride in the water, but she vanished. After twice more seeing her, he was able to catch her. She turned into various animals, a hare, a fish, a bird, and a snake, but he cut off the snake's head, and the bride became a human again.
The stepmother returned with an ointment that would work only if the true bride had really been drowned; she put it on her daughter's tongue and found it did not work. The prince found them and said they deserved to die, but the stepdaughter had persuaded him to merely abandon them on a desert island."
